short_name,long_name,dob,club,overall,potential,value_eur,wage_eur,team_position,preferred_foot,influencer
M. Kovačić,Mateo kovačić,1994-05-06,Chelsea,. 82   ,87,29000000,125000,SUB,Right,False
A. Belotti,Andrea belotti,1993-12-20,Torino,. 82   ,87,30000000,63000,ST,Right,False
T. Strakosha,thomas strakosha,1995-03-19,Lazio,. 82   ,87,22000000,39000,GK,Right,False
N. Keïta,NABY KEÏTA,1995-02-10,Liverpool,. 82   ,87,29000000,95000,SUB,Right,False
L. Torreira,lucas torreira di pascua,1996-02-11,Arsenal,. 82   ,87,27000000,80000,RDM,Right,False
Rúben Neves,RÚBEN DIOGO DA SILVA NEVES,1997-03-13,Wolverhampton Wanderers,. 82   ,87,29000000,89000,CM,Right,False
P. Kimpembe,Presnel kimpembe,1995-08-13,Paris Saint-Germain,. 82   ,87,26500000,75000,SUB,Left,False
S. Bergwijn,sTEVEN BERGWIJN,1997-10-08,PSV,. 82   ,87,30000000,22000,CAM,Right,False
A. Onana,aNDRÉ ONANA,1996-04-02,Ajax,. 82   ,87,22000000,18000,GK,Right,False
Nélson Semedo,nélson cabral semedo,1993-11-16,FC Barcelona,. 82   ,87,26000000,150000,RB,Right,False
A. Areola,alphonse areola,1993-02-27,Paris Saint-Germain,. 82   ,86,21000000,71000,GK,Right,False
M. Perin,MATTIA PERIN,1992-11-10,Juventus,. 82   ,86,21000000,90000,SUB,Right,False
D. Rugani,DANIELE RUGANI,1994-07-29,Juventus,. 82   ,86,26000000,95000,RES,Right,False
A. Correa,ÁNGEL CORREA,1995-03-09,Atlético Madrid,. 82   ,86,29000000,59000,SUB,Right,False
Iñaki Williams,IÑAKI WILLIAMS ARTHUER,1994-06-15,Athletic Club de Bilbao,. 82   ,86,29000000,36000,RW,Right,False
H. Lozano,HIRVING RODRIGO LOZANO BAHENA,1995-07-30,PSV,. 82   ,86,29000000,26000,RW,Right,False
Gelson Martins,gelson dany batalha martins,1995-05-11,AS Monaco,. 82   ,86,29000000,47000,RM,Right,False
B. Lecomte,benjamin lecomte,1991-04-26,AS Monaco,. 82   ,85,20000000,42000,GK,Left,False
T. Partey,Thomas partey,1993-06-13,Atlético Madrid,. 82   ,85,27000000,68000,RCM,Right,False
K. Demirbay,kerem demirbay,1993-07-03,Bayer 04 Leverkusen,. 82   ,85,27500000,75000,LF,Left,False
J. Matip,joël andre job matip,1991-08-08,Liverpool,. 82   ,84,23000000,99000,SUB,Right,False
Suso,Jesús joaquín fernández sáez,1993-11-19,Milan,. 82   ,84,27000000,56000,RS,Left,False
S. Savić,sTEFAN SAVIĆ,1991-01-08,Atlético Madrid,. 82   ,84,22500000,65000,SUB,Right,False
A. Rüdiger,antonio rüdiger,1993-03-03,Chelsea,. 82   ,84,24000000,115000,SUB,Right,False
Pacheco,fernando pacheco flores,1992-05-18,Deportivo Alavés,. 82   ,84,18500000,27000,GK,Left,False
Ricardo Pereira,RICARDO BARBOSA PEREIRA,1993-10-06,Leicester City,. 82   ,84,23500000,89000,RB,Right,False
N. Tagliafico,nicolás alejandro tagliafico,1992-08-31,Ajax,. 82   ,84,23500000,27000,LB,Left,False
David Soria,david soria solís,1993-04-04,Getafe CF,. 82   ,84,19500000,26000,GK,Right,False
Sergio Asenjo,SERGIO  ASENJO ANDRÉS,1989-06-28,Villarreal CF,. 82   ,83,17000000,33000,GK,Right,False
Muniain,IKER MUNIAIN GOÑI,1992-12-19,Athletic Club de Bilbao,. 82   ,83,26000000,35000,LW,Right,False
M. Götze,MARIO GÖTZE,1992-06-03,Borussia Dortmund,. 82   ,83,26000000,98000,SUB,Right,True
T. Delaney,tHOMAS DELANEY,1991-09-03,Borussia Dortmund,. 82   ,83,23000000,82000,SUB,Left,False
O. Baumann,oliver baumann,1990-06-02,TSG 1899 Hoffenheim,. 82   ,83,18000000,39000,GK,Right,False
Willian José,wILLIAN JOSÉ DA SILVA,1991-11-23,Real Sociedad,. 82   ,83,26000000,44000,ST,Right,False
Sergi Roberto,SERGIO ROBERTO CARNICER,1992-02-07,FC Barcelona,. 82   ,83,22000000,155000,SUB,Right,False
N. Schulz,Nico schulz,1993-04-01,Borussia Dortmund,. 82   ,83,22500000,82000,LB,Left,False
K. Volland,KEVIN VOLLAND,1992-07-30,Bayer 04 Leverkusen,. 82   ,83,26500000,85000,ST,Left,False
Nacho Fernández,JOSÉ IGNACIO FERNÁNDEZ IGLESIAS,1990-01-18,Real Madrid,. 82   ,83,21000000,165000,SUB,Right,False
Gabriel Paulista,Gabriel Armando de Abreu,1990-11-26,Valencia CF,. 82   ,83,21500000,46000,LCB,Right,False
J. Roussillon,Jérôme roussillon,1993-01-06,VfL Wolfsburg,. 82   ,83,22500000,56000,LM,Left,False
H. Maguire,Harry maguire,1993-03-05,Manchester United,. 82   ,83,23000000,125000,LCB,Right,False
T. Hazard,thorgan hazard,1993-03-29,Borussia Dortmund,. 82   ,83,26000000,90000,LM,Right,False
E. Forsberg,emil forsberg,1991-10-23,RB Leipzig,. 82   ,83,25500000,67000,LCM,Right,False
F. Kostić,FILIP KOSTIĆ,1992-11-01,Eintracht Frankfurt,. 82   ,83,26000000,49000,LM,Left,False
M. Politano,MATTEO POLITANO,1993-08-03,Inter,. 82   ,83,26500000,77000,SUB,Left,False
Rafa,rafael alexandre fernandes ferreira da silva,1993-05-17,SL Benfica,. 82   ,83,26000000,21000,LM,Right,False
Pepe Reina,José manuel  reina páez,1982-08-31,Milan,. 82   ,82,3700000,26000,SUB,Right,False
D. De Rossi,DANIELE DE ROSSI,1983-07-24,Boca Juniors,. 82   ,82,7000000,23000,LCM,Right,False
Aduriz,aRITZ ADURIZ ZUBELDIA,1981-02-11,Athletic Club de Bilbao,. 82   ,82,8000000,29000,ST,Right,False
Jesús Navas,Jesús navas gonzález,1985-11-21,Sevilla FC,. 82   ,82,13500000,26000,RB,Right,False
Santi Cazorla,SANTIAGO CAZORLA GONZÁLEZ,1984-12-13,Villarreal CF,. 82   ,82,11000000,45000,CAM,Right,False
H. Herrera,héctor miguel herrera lópez,1990-04-19,Atlético Madrid,. 82   ,82,21500000,70000,SUB,Right,False
L. Biglia,Lucas rodrigo biglia,1986-01-30,Milan,. 82   ,82,11000000,49000,CM,Right,False
L. Fabiański,ŁUKASZ FABIAŃSKI,1985-04-18,West Ham United,. 82   ,82,9500000,75000,GK,Right,False
E. Viviano,emiliano viviano,1985-12-01,Sporting CP,. 82   ,82,12000000,15000,RES,Left,False
Juan Mata,Juan manuel mata garcía,1988-04-28,Manchester United,. 82   ,82,19500000,135000,SUB,Left,False
O. Giroud,olivier giroud,1986-09-30,Chelsea,. 82   ,82,17500000,140000,SUB,Left,False
S. Kjær,Simon thorup kjær,1989-03-26,Sevilla FC,. 82   ,82,18000000,24000,RCB,Right,False
Willian,WILLIAN BORGES DA SILVA,1988-08-09,Chelsea,. 82   ,82,21000000,140000,SUB,Right,False
V. Ćorluka,VEDRAN ĆORLUKA,1986-02-05,Lokomotiv Moscow,. 82   ,82,10500000,1000,LCB,Right,False
M. Arnautović,Marko arnautović,1989-04-19,Shanghai SIPG FC,. 82   ,82,21500000,29000,ST,Right,False
A. Sánchez,aLEXIS ALEJANDRO SÁNCHEZ SÁNCHEZ,1988-12-19,Manchester United,. 82   ,82,21000000,150000,SUB,Right,True
Giuliano,GIULIANO VICTOR DE PAULA,1990-05-31,Al Nassr,. 82   ,82,21500000,59000,CAM,Right,False
A. Kolarov,aleksandar kolarov,1985-11-10,Roma,. 82   ,82,10000000,52000,LB,Left,False
M. Balotelli,mario  barwuah balotelli,1990-08-12,Brescia,. 82   ,82,23000000,27000,RS,Right,True
Marlos,MARLOS ROMERO BONFIM,1988-06-07,Shakhtar Donetsk,. 82   ,82,19500000,1000,RAM,Left,False
Taison,tAISON BARCELLOS FREDA,1988-01-13,Shakhtar Donetsk,. 82   ,82,19500000,1000,LAM,Right,False
B. Dost,bas dost,1989-05-31,Sporting CP,. 82   ,82,21500000,23000,SUB,Right,False
G. Bonaventura,gIACOMO BONAVENTURA,1989-08-22,Milan,. 82   ,82,21500000,56000,SUB,Right,False
Pedro,Pedro eliezer rodríguez ledesma,1987-07-28,Chelsea,. 82   ,82,19500000,140000,RW,Right,False
L. de Jong,LUUK DE JONG,1990-08-27,Sevilla FC,. 82   ,82,23000000,29000,ST,Right,False
S. El Shaarawy,STEPHAN EL SHAARAWY,1992-10-27,Shanghai Greenland Shenhua FC,. 82   ,82,24000000,29000,LW,Right,False
Ander Herrera,ANDER HERRERA AGÜERA,1989-08-14,Paris Saint-Germain,. 82   ,82,21500000,100000,LCM,Right,False
X. Shaqiri,Xherdan shaqiri,1991-10-10,Liverpool,. 82   ,82,23000000,120000,SUB,Left,False
Mário Fernandes,MÁRIO FIGUEIRA FERNANDES,1990-09-19,PFC CSKA Moscow,. 82   ,82,19000000,1000,RM,Right,False
S. Coates,sebastián coates nión,1990-10-07,Sporting CP,. 82   ,82,19500000,20000,RCB,Right,False
C. Bakambu,Cédric bakambu,1991-04-11,Beijing Sinobo Guoan FC,. 82   ,82,23000000,34000,RS,Right,False
T. Meunier,THOMAS MEUNIER,1991-09-12,Paris Saint-Germain,. 82   ,82,20000000,87000,SUB,Right,False
K. Bellarabi,KARIM BELLARABI,1990-04-08,Bayer 04 Leverkusen,. 82   ,82,21500000,89000,SUB,Right,False
J. Lingard,jESSE LINGARD,1992-12-15,Manchester United,. 82   ,82,24000000,135000,CAM,Right,False
Q. Promes,quincy anton promes,1992-01-04,Ajax,. 82   ,82,23000000,32000,SUB,Right,False
J. Vardy,jamie vardy,1987-01-11,Leicester City,. 82   ,82,17500000,115000,ST,Right,False
D. Zapata,duván zapata,1991-04-01,Atalanta,. 82   ,82,23000000,80000,LS,Right,False
Morales,josé luis morales nogales,1987-07-23,Levante UD,. 82   ,82,20000000,39000,LW,Right,False
Raphaelito Anjos,RAPHAEL WILLIAM ANJOS ROCHEDO,1988-02-29,Grêmio,. 82   ,82,14000000,32000,GK,Right,False
Juiano Mestres,Juan everton mestres de mesquita,1984-02-29,Cruzeiro,. 82   ,82,6500000,28000,RCB,Right,False
Rosberto Dourado,rosberto j. dourado santos,1988-02-29,Atlético Mineiro,. 82   ,82,17000000,46000,RDM,Right,False
E. Schetino,EGIDIO MAESTRE SCHETINO,1992-02-29,Uruguay,. 82   ,82,0,0,,Right,False
J. Sildero,josé maría sildero,1992-02-29,Uruguay,. 82   ,82,0,0,,Right,False
L. Martínez,lautaro martínez,1997-08-22,Inter,. 81   ,89,27000000,61000,RS,Right,False
H. Aouar,HOUSSEM AOUAR,1998-06-30,Olympique Lyonnais,. 81   ,89,26000000,59000,LCM,Right,False
T. Ndombele,TANGUY NDOMBÈLÉ ALVARO,1996-12-28,Tottenham Hotspur,. 81   ,89,26000000,87000,LDM,Right,False
Éder Militão,Éder gabriel militão,1998-01-18,Real Madrid,. 81   ,88,23000000,105000,SUB,Right,False
A. Cragno,ALESSIO CRAGNO,1994-06-28,Cagliari,. 81   ,87,18000000,30000,GK,Right,False
D. van de Beek,donny van de beek,1997-04-18,Ajax,. 81   ,87,24500000,24000,CAM,Right,False
V. Lindelöf,Victor nilsson lindelöf,1994-07-17,Manchester United,. 81   ,87,22000000,97000,RCB,Right,False
Dani Ceballos,DANIEL CEBALLOS FERNÁNDEZ,1996-08-07,Arsenal,. 81   ,87,24000000,82000,SUB,Right,False
Pablo Fornals,pABLO FORNALS MALLA,1996-02-22,West Ham United,. 81   ,87,24500000,82000,SUB,Right,False
E. Can,Emre can,1994-01-12,Juventus,. 81   ,86,23000000,110000,RCM,Right,False
Gayà,josé luís gayà peña,1995-05-25,Valencia CF,. 81   ,86,21000000,35000,LB,Left,False
David Neres,DAVID NERES CAMPOS,1997-03-03,Ajax,. 81   ,86,24000000,26000,LAM,Left,False
P. Zieliński,PIOTR ZIELIŃSKI,1994-05-20,Napoli,. 81   ,85,22500000,71000,LM,Right,False
G. Rulli,gerónimo rulli,1992-05-20,Montpellier HSC,. 81   ,85,16000000,32000,GK,Right,False
G. Xhaka,GRANIT XHAKA,1992-09-27,Arsenal,. 81   ,84,21500000,94000,LDM,Left,False
Rafinha,RAFAEL ALCÂNTARA DO NASCIMENTO,1993-02-12,FC Barcelona,. 81   ,84,22000000,160000,SUB,Left,False
G. Kondogbia,GEOFFREY KONDOGBIA,1993-02-15,Valencia CF,. 81   ,84,21500000,45000,SUB,Left,False
M. Sabitzer,MARCEL SABITZER,1994-03-17,RB Leipzig,. 81   ,84,22500000,59000,RCM,Right,False
L. Shaw,lUKE SHAW,1995-07-12,Manchester United,. 81   ,84,20000000,97000,LB,Left,False
J. Martínez,jOSEF ALEXANDER MARTÍNEZ,1993-05-19,Atlanta United,. 81   ,84,22500000,14000,ST,Right,False
A. Doucouré,ABDOULAYE DOUCOURÉ,1993-01-01,Watford,. 81   ,84,20000000,73000,RDM,Right,False
W. Ndidi,ONYINYE WILFRED NDIDI,1996-12-16,Leicester City,. 81   ,84,20500000,74000,CDM,Right,False
T. Horn,tIMO HORN,1993-05-12,1. FC Köln,. 81   ,83,15500000,28000,GK,Left,False
W. Orban,Willi orban,1992-11-03,RB Leipzig,. 81   ,83,19000000,57000,LCB,Right,False
A. Plea,aLASSANE PLEA,1993-03-10,Borussia Mönchengladbach,. 81   ,83,22000000,41000,LS,Right,False
Y. Poulsen,YUSSUF YURARY POULSEN,1994-06-15,RB Leipzig,. 81   ,83,22000000,65000,RS,Right,False
R. Fraser,Ryan fraser,1994-02-24,Bournemouth,. 81   ,83,21500000,76000,LM,Right,False
M. Ginter,MATTHIAS GINTER,1994-01-19,Borussia Mönchengladbach,. 81   ,83,19500000,33000,RCB,Right,False
R. Guerreiro,RAPHAËL GUERREIRO,1993-12-22,Borussia Dortmund,. 81   ,83,21500000,79000,SUB,Left,False
João Mário,João mário naval costa eduardo,1993-01-19,Inter,. 81   ,83,21500000,74000,RES,Right,False
Thiago Mendes,THIAGO HENRIQUE MENDES RIBEIRO,1992-03-15,Olympique Lyonnais,. 81   ,83,19000000,73000,RCM,Right,False
A. Izzo,Armando izzo,1992-03-02,Torino,. 81   ,83,18500000,51000,RCB,Right,False
M. Brozović,MARCELO BROZOVIĆ,1992-11-16,Inter,. 81   ,83,19500000,68000,CDM,Right,False
A. Ljajić,adem ljajić,1991-09-29,Beşiktaş JK,. 81   ,82,20500000,80000,CAM,Right,False
J. Corona,JESÚS CORONA,1993-01-06,FC Porto,. 81   ,82,21000000,19000,RM,Right,False
Jordi Masip,JORDI MASIP LÓPEZ,1989-01-03,Real Valladolid CF,. 81   ,82,14000000,21000,GK,Right,False
T. Vaclík,TOMÁŠ VACLÍK,1989-03-29,Sevilla FC,. 81   ,82,14000000,18000,GK,Right,False
L. Milivojević,luka milivojević,1991-04-07,Crystal Palace,. 81   ,82,17500000,66000,RCM,Right,False
Gerard Moreno,Gerard moreno balagueró,1992-04-07,Villarreal CF,. 81   ,82,21000000,45000,ST,Left,False
W. Weghorst,WOUT WEGHORST,1992-08-07,VfL Wolfsburg,. 81   ,82,21000000,62000,ST,Right,False
Quaresma,Ricardo andrade quaresma bernardo,1983-09-26,Beşiktaş JK,. 81   ,81,8000000,59000,RM,Right,False
J. Mathieu,JÉRÉMY MATHIEU,1983-10-29,Sporting CP,. 81   ,81,5500000,13000,LCB,Left,False
J. Milner,JAMES PHILIP MILNER,1986-01-04,Liverpool,. 81   ,81,10500000,105000,SUB,Right,False
L. López,LISANDRO LÓPEZ,1983-03-02,Racing Club,. 81   ,81,6500000,25000,LS,Right,False
B. Gomis,bafétimbi gomis,1985-08-06,Al Hilal,. 81   ,81,11000000,56000,LS,Right,False
M. Dembélé,Moussa sidi yaya dembélé,1987-07-16,Guangzhou R&F FC,. 81   ,81,15000000,23000,CM,Left,False
Cesc Fàbregas,Francesc fàbregas i soler,1987-05-04,AS Monaco,. 81   ,81,13500000,50000,LCM,Right,True
A. Consigli,ANDREA CONSIGLI,1987-01-27,Sassuolo,. 81   ,81,11000000,48000,GK,Right,False
L. Koscielny,laurent koscielny,1985-09-10,FC Girondins de Bordeaux,. 81   ,81,8500000,39000,CB,Right,False
Jardel,Jardel nivaldo vieira,1986-03-29,SL Benfica,. 81   ,81,8500000,18000,SUB,Right,False
Renato Augusto,Renato  soares de oliveira augusto,1988-02-08,Beijing Sinobo Guoan FC,. 81   ,81,15000000,28000,LAM,Right,False
José Fonte,josé miguel da rocha fonte,1983-12-22,LOSC Lille,. 81   ,81,5500000,32000,RCB,Right,False
A. Guardado,josé andrés guardado hernández,1986-09-28,Real Betis,. 81   ,81,13500000,32000,LCM,Left,False
L. Piszczek,łukasz piszczek,1985-06-03,Borussia Dortmund,. 81   ,81,6000000,76000,RB,Right,False
K. Gameiro,KÉVIN GAMEIRO,1987-05-09,Valencia CF,. 81   ,81,14000000,48000,RS,Right,False
D. Payet,Dimitri  payet,1987-03-29,Olympique de Marseille,. 81   ,81,14000000,46000,LW,Right,False
Beñat,BEÑAT ETXEBARRIA URKIAGA,1987-02-19,Athletic Club de Bilbao,. 81   ,81,13500000,32000,LCM,Right,False
Adán,antonio adán garrido,1987-05-13,Atlético Madrid,. 81   ,81,11000000,46000,SUB,Left,False
B. Höwedes,benedikt höwedes,1988-02-29,Lokomotiv Moscow,. 81   ,81,13000000,1000,RCB,Right,False
F. Muslera,FERNANDO MUSLERA,1986-06-16,Galatasaray SK,. 81   ,81,9500000,59000,GK,Right,False
M. Sissoko,moussa sissoko,1989-08-16,Tottenham Hotspur,. 81   ,81,17000000,105000,SUB,Right,False
M. Parolo,Marco parolo,1985-01-25,Lazio,. 81   ,81,7000000,54000,SUB,Right,False
Fernando,FERNANDO FRANCISCO REGES,1987-07-25,Sevilla FC,. 81   ,81,13500000,22000,CDM,Right,False
N. Gaitán,OSVALDO NICOLÁS FABIÁN GAITÁN,1988-02-23,Chicago Fire,. 81   ,81,15500000,13000,CAM,Left,False
S. Giovinco,Sebastian giovinco,1987-01-26,Al Hilal,. 81   ,81,14000000,56000,RS,Right,False
Luiz Gustavo,luiz gustavo dias,1987-07-23,Olympique de Marseille,. 81   ,81,13500000,42000,CDM,Left,False
N. Nkoulou,NICOLAS N'KOULOU,1990-03-27,Torino,. 81   ,81,15000000,54000,CB,Right,False
N. Matić,nemanja matić,1988-08-01,Manchester United,. 81   ,81,14500000,115000,SUB,Left,False
Marcos Alonso,Marcos alonso mendoza,1990-12-28,Chelsea,. 81   ,81,15000000,115000,SUB,Left,False
H. Mkhitaryan,hENRIKH MKHITARYAN,1989-01-21,Arsenal,. 81   ,81,17000000,94000,SUB,Right,False
André Almeida,ANDRÉ GOMES MAGALHAES DE ALMEIDA,1990-09-10,SL Benfica,. 81   ,81,15000000,18000,RB,Right,False
A. Florenzi,ALESSANDRO  FLORENZI,1991-03-11,Roma,. 81   ,81,15000000,51000,RB,Right,False
E. Zahavi,ERAN ZAHAVI,1987-07-25,Guangzhou R&F FC,. 81   ,81,16000000,25000,LW,Right,False
F. Vázquez,Franco vázquez,1989-02-22,Sevilla FC,. 81   ,81,16500000,24000,LCM,Left,False
Lucas Vázquez,LUCAS VÁZQUEZ IGLESIAS,1991-07-01,Real Madrid,. 81   ,81,18000000,180000,SUB,Right,False
Dani García,daniel garcía carrillo,1990-05-24,Athletic Club de Bilbao,. 81   ,81,17000000,33000,RCM,Right,False
M. Acuña,Marcos javier acuña,1991-10-28,Sporting CP,. 81   ,81,18500000,21000,LW,Left,False
Laure Santeiro,Laureano thomas santeiro marre,1988-02-29,Fluminense,. 81   ,81,15500000,40000,LM,Left,False
J. Frendado,jAIME NICOLÁS FRENDADO,1984-02-29,Uruguay,. 81   ,81,0,0,,Right,False
S. Ardero,SAÚL MARCELO ARDERO,1988-02-29,Uruguay,. 81   ,81,0,0,,Left,False
L. Dálves,luis roberto dálves,1992-02-29,Uruguay,. 81   ,81,0,0,,Right,False
S. Mandíquez,segundo mandíquez,1989-03-16,Ecuador,. 81   ,81,0,0,,Right,False
João Félix,joão félix sequeira,1999-11-10,Atlético Madrid,. 80   ,93,28000000,38000,RS,Right,False
N. Barella,NICOLÒ BARELLA,1997-02-07,Inter,. 80   ,88,21500000,60000,RCM,Right,False
J. Gomez,joe gomez,1997-05-23,Liverpool,. 80   ,88,20000000,73000,RCB,Right,False
A. Christensen,ANDREAS CHRISTENSEN,1996-04-10,Chelsea,. 80   ,87,19000000,85000,RCB,Right,False
M. Maignan,Mike maignan,1995-07-03,LOSC Lille,. 80   ,87,16000000,28000,GK,Right,False
Y. Tielemans,YOURI TIELEMANS,1997-05-07,Leicester City,. 80   ,87,20500000,76000,RCM,Right,False
Mario Hermoso,mario hermoso canseco,1995-06-18,Atlético Madrid,. 80   ,87,19000000,46000,SUB,Left,False
Carlos Soler,CARLOS SOLER BARRAGÁN,1997-01-02,Valencia CF,. 80   ,87,21000000,36000,RM,Right,False
M. Caldara,MATTIA CALDARA,1994-05-05,Milan,. 80   ,86,18000000,40000,SUB,Right,False
H. Winks,Harry winks,1996-02-02,Tottenham Hotspur,. 80   ,86,20000000,82000,RDM,Right,False
K. Piątek,KRZYSZTOF PIĄTEK,1995-07-01,Milan,. 80   ,86,20500000,44000,LS,Right,False
Diogo Jota,DIOGO JOSÉ TEIXEIRA DA SILVA,1996-12-04,Wolverhampton Wanderers,. 80   ,86,20500000,84000,LS,Right,False
Marcos Llorente,marcos llorente moreno,1995-01-30,Atlético Madrid,. 80   ,86,18500000,46000,SUB,Right,False
F. Mendy,ferland mendy,1995-06-08,Real Madrid,. 80   ,86,18000000,115000,SUB,Left,False
Melendo,ÓSCAR MELENDO JIMÉNEZ,1997-08-23,RCD Espanyol,. 80   ,86,20500000,26000,RM,Left,False
Rúben Dias,RÚBEN ALVES DIAS,1997-05-14,SL Benfica,. 80   ,86,18500000,14000,RCB,Right,False
D. Livaković,DOMINIK LIVAKOVIĆ,1995-09-02,Dinamo Zagreb,. 80   ,86,15500000,1000,GK,Right,False
Héctor Bellerín,HÉCTOR BELLERÍN MORUNO,1995-03-19,Arsenal,. 80   ,85,17500000,69000,SUB,Right,False
B. Mendy,BENJAMIN MENDY,1994-07-17,Manchester City,. 80   ,85,17500000,96000,SUB,Left,False
M. Dembélé,MOUSSA DEMBÉLÉ,1996-07-12,Olympique Lyonnais,. 80   ,85,20000000,71000,ST,Right,False
O. Vlachodimos,ODISSEAS VLACHODIMOS,1994-04-26,SL Benfica,. 80   ,85,14500000,12000,GK,Right,False
Santi Mina,santiago mina lorenzo,1995-12-07,RC Celta,. 80   ,85,20000000,29000,LS,Right,False
Rony Lopes,marcos paulo mesquita lopes,1995-12-28,Sevilla FC,. 80   ,85,20000000,19000,LW,Left,False
J. Correa,Joaquín correa,1994-08-13,Lazio,. 80   ,85,20000000,53000,CF,Right,False
T. Bakayoko,TIÉMOUÉ BAKAYOKO,1994-08-17,Chelsea,. 80   ,85,18000000,85000,RES,Right,False
M. Eggestein,maximilian eggestein,1996-12-08,SV Werder Bremen,. 80   ,85,19500000,31000,RCM,Right,False
Odriozola,ÁLVARO ODRIOZOLA ARZALLUZ,1995-12-14,Real Madrid,. 80   ,85,17500000,115000,SUB,Right,False
M. Gómez,MAXIMILIANO GÓMEZ,1996-08-14,Valencia CF,. 80   ,85,20000000,40000,SUB,Right,False
Sergi Darder,SERGI DARDER MOLL,1993-12-22,RCD Espanyol,. 80   ,84,19000000,33000,LCM,Right,False
K. Zouma,kurt happy zouma,1994-10-27,Chelsea,. 80   ,84,17500000,85000,LCB,Right,False
L. Paredes,leandro paredes,1994-06-29,Paris Saint-Germain,. 80   ,84,19000000,79000,SUB,Right,False
N. Aké,NATHAN AKÉ,1995-02-18,Bournemouth,. 80   ,84,17500000,58000,LCB,Left,False
E. Hysaj,ELSEID HYSAJ,1994-02-02,Napoli,. 80   ,84,17000000,60000,SUB,Right,False
André Gomes,André filipe tavares gomes,1993-07-30,Everton,. 80   ,84,17500000,76000,LDM,Right,False
K. Baldé,keita baldé,1995-03-08,AS Monaco,. 80   ,84,19500000,40000,SUB,Right,False
J. Weigl,Julian weigl,1995-09-08,Borussia Dortmund,. 80   ,84,17500000,61000,RDM,Right,False
V. Rongier,VALENTIN RONGIER,1994-12-07,FC Nantes,. 80   ,84,19000000,29000,LCM,Right,False
Yeray,yeray álvarez lópez,1995-01-24,Athletic Club de Bilbao,. 80   ,84,17500000,23000,RCB,Right,False
Loren,lorenzo morón garcía,1993-12-30,Real Betis,. 80   ,84,19500000,31000,SUB,Right,False
R. Rodríguez,ricardo rodríguez,1992-08-25,Milan,. 80   ,83,16000000,42000,LB,Left,False
A. Oxlade-Chamberlain,alex oxlade-chamberlain,1993-08-15,Liverpool,. 80   ,83,18500000,90000,SUB,Right,False
Campaña,JOSÉ ÁNGEL GÓMEZ CAMPAÑA,1993-05-31,Levante UD,. 80   ,83,18000000,31000,CDM,Right,False
A. Mandi,aïssa mandi,1991-10-22,Real Betis,. 80   ,83,16000000,27000,SUB,Right,False
Deulofeu,gerard deulofeu lázaro,1994-03-13,Watford,. 80   ,83,19000000,78000,RS,Right,False
Bernat,Juan bernat velasco,1993-03-01,Paris Saint-Germain,. 80   ,83,16000000,75000,LB,Left,False
E. Andrada,eSTEBAN ANDRADA,1991-01-26,Boca Juniors,. 80   ,83,13500000,24000,GK,Right,False
M. Keane,MICHAEL KEANE,1993-01-11,Everton,. 80   ,83,16500000,80000,RCB,Right,False
J. Quintero,jUAN FERNANDO QUINTERO,1993-01-18,River Plate,. 80   ,83,18500000,30000,RES,Left,False
Samu Castillejo,Samuel castillejo azuaga,1995-01-18,Milan,. 80   ,83,19000000,40000,SUB,Left,False
W. Benítez,Walter benítez,1993-01-19,OGC Nice,. 80   ,83,13500000,30000,GK,Right,False
A. Rebić,ANTE REBIĆ,1993-09-21,Eintracht Frankfurt,. 80   ,83,19000000,44000,ST,Right,False
E. Bailly,eric bailly,1994-04-12,Manchester United,. 80   ,83,16500000,105000,RES,Right,False
M. Almirón,Miguel almirón,1994-02-10,Newcastle United,. 80   ,83,18500000,52000,LS,Left,False
